Name	*Rune Name	complete	firstLadderSeason	lastLadderSeason	*Patch Release	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	*RunesUsed	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	*eol
Runeword251	Deadly	1				tors										gpr	gpr	gpr	gpr	gpr	gpr	gethit-skill	Fire Surge	22	25																									0
Runeword252	Deadly	1				tors										grb	grb	grb	grb	grb	grb	gethit-skill	Fire Surge	25	30																									0
Runeword253	Deadly	1				weap	glov	misl								gcr						hit-skill	Fire Surge	2	1																									0
Runeword254	Deadly	1				weap	glov	misl								gfr						hit-skill	Fire Surge	3	2																									0
Runeword255	Deadly	1				weap	glov	misl								gsr						hit-skill	Fire Surge	4	4																									0
Runeword256	Deadly	1				weap	glov	misl								glr						hit-skill	Fire Surge	5	6																									0
Runeword257	Deadly	1				weap	glov	misl								gpr						hit-skill	Fire Surge	6	8																									0
Runeword258	Deadly	1				weap	glov	misl								grb						hit-skill	Fire Surge	8	10																									0
Runeword259	Deadly	1				weap	glov									gcr	gcr					hit-skill	Fire Surge	4	2																									0
Runeword260	Deadly	1				weap	glov									gfr	gfr					hit-skill	Fire Surge	5	3																									0
Runeword261	Deadly	1				weap	glov									gsr	gsr					hit-skill	Fire Surge	6	5																									0
Runeword262	Deadly	1				weap	glov									glr	glr					hit-skill	Fire Surge	7	7																									0
Runeword263	Deadly	1				weap	glov									gpr	gpr					hit-skill	Fire Surge	8	9																									0
Runeword264	Deadly	1				weap	glov									grb	grb					hit-skill	Fire Surge	10	11																									0
Runeword265	Deadly	1				weap										gcr	gcr	gcr				hit-skill	Fire Surge	6	3																									0
Runeword266	Deadly	1				weap										gfr	gfr	gfr				hit-skill	Fire Surge	7	4																									0
Runeword267	Deadly	1				weap										gsr	gsr	gsr				hit-skill	Fire Surge	8	6																									0
Runeword268	Deadly	1				weap										glr	glr	glr				hit-skill	Fire Surge	9	8																									0
Runeword269	Deadly	1				weap										gpr	gpr	gpr				hit-skill	Fire Surge	10	10																									0
Runeword270	Deadly	1				weap										grb	grb	grb				hit-skill	Fire Surge	12	12																									0
Runeword271	Deadly	1				weap										gcr	gcr	gcr	gcr			hit-skill	Fire Surge	8	4																									0
Runeword272	Deadly	1				weap										gfr	gfr	gfr	gfr			hit-skill	Fire Surge	9	5																									0
Runeword273	Deadly	1				weap										gsr	gsr	gsr	gsr			hit-skill	Fire Surge	10	7																									0
Runeword274	Deadly	1				weap										glr	glr	glr	glr			hit-skill	Fire Surge	11	9																									0
Runeword275	Deadly	1				weap										gpr	gpr	gpr	gpr			hit-skill	Fire Surge	12	12																									0
Runeword276	Deadly	1				weap										grb	grb	grb	grb			hit-skill	Fire Surge	14	15																									0
Runeword277	Deadly	1				weap										gcr	gcr	gcr	gcr	gcr		hit-skill	Fire Surge	10	5																									0
Runeword278	Deadly	1				weap										gfr	gfr	gfr	gfr	gfr		hit-skill	Fire Surge	11	6																									0
Runeword279	Deadly	1				weap										gsr	gsr	gsr	gsr	gsr		hit-skill	Fire Surge	12	8																									0
Runeword280	Deadly	1				weap										glr	glr	glr	glr	glr		hit-skill	Fire Surge	13	10																									0
Runeword281	Deadly	1				weap										gpr	gpr	gpr	gpr	gpr		hit-skill	Fire Surge	14	13																									0
Runeword282	Deadly	1				weap										grb	grb	grb	grb	grb		hit-skill	Fire Surge	16	16																									0
Runeword283	Deadly	1				weap										gcr	gcr	gcr	gcr	gcr	gcr	hit-skill	Fire Surge	12	6																									0
Runeword284	Deadly	1				weap										gfr	gfr	gfr	gfr	gfr	gfr	hit-skill	Fire Surge	13	7																									0
Runeword285	Deadly	1				weap										gsr	gsr	gsr	gsr	gsr	gsr	hit-skill	Fire Surge	14	9																									0
Runeword286	Deadly	1				weap										glr	glr	glr	glr	glr	glr	hit-skill	Fire Surge	15	11																									0
Runeword287	Deadly	1				weap										gpr	gpr	gpr	gpr	gpr	gpr	hit-skill	Fire Surge	16	15																									0
Runeword288	Deadly	1				weap										grb	grb	grb	grb	grb	grb	hit-skill	Fire Surge	18	18																									0
Runeword289	Shocking	1				tors	shld	helm	char	boot	belt					gcy						gethit-skill	Lightning Surge	5	5																									0
Runeword290	Shocking	1				tors	shld	helm	char	boot	belt					gfy						gethit-skill	Lightning Surge	8	8																									0
Runeword291	Shocking	1				tors	shld	helm	char	boot	belt					gsy						gethit-skill	Lightning Surge	11	11																									0
Runeword292	Shocking	1				tors	shld	helm	char	boot	belt					gly						gethit-skill	Lightning Surge	14	15																									0
Runeword293	Shocking	1				tors	shld	helm	char	boot	belt					gpy						gethit-skill	Lightning Surge	17	20																									0
Runeword294	Shocking	1				tors	shld	helm	char	boot	belt					gyb						gethit-skill	Lightning Surge	20	25																									0
Runeword295	Shocking	1				tors	shld	helm	char	boot	belt					gcy	gcy					gethit-skill	Lightning Surge	6	6																									0
Runeword296	Shocking	1				tors	shld	helm	char	boot	belt					gfy	gfy					gethit-skill	Lightning Surge	9	9																									0
Runeword297	Shocking	1				tors	shld	helm	char	boot	belt					gsy	gsy					gethit-skill	Lightning Surge	12	12																									0
Runeword298	Shocking	1				tors	shld	helm	char	boot	belt					gly	gly					gethit-skill	Lightning Surge	15	16																									0
Runeword299	Shocking	1				tors	shld	helm	char	boot	belt					gpy	gpy					gethit-skill	Lightning Surge	18	21																									0
Runeword300	Shocking	1				tors	shld	helm	char	boot	belt					gyb	gyb					gethit-skill	Lightning Surge	21	26																									0
Runeword301	Shocking	1				tors	shld	helm	char							gcy	gcy	gcy				gethit-skill	Lightning Surge	7	7																									0
Runeword302	Shocking	1				tors	shld	helm	char							gfy	gfy	gfy				gethit-skill	Lightning Surge	10	10																									0
Runeword303	Shocking	1				tors	shld	helm	char							gsy	gsy	gsy				gethit-skill	Lightning Surge	13	13																									0
Runeword304	Shocking	1				tors	shld	helm	char							gly	gly	gly				gethit-skill	Lightning Surge	16	17																									0
Runeword305	Shocking	1				tors	shld	helm	char							gpy	gpy	gpy				gethit-skill	Lightning Surge	19	22																									0
Runeword306	Shocking	1				tors	shld	helm	char							gyb	gyb	gyb				gethit-skill	Lightning Surge	22	27																									0
Runeword307	Shocking	1				tors	shld	helm								gcy	gcy	gcy	gcy			gethit-skill	Lightning Surge	8	8																									0
Runeword308	Shocking	1				tors	shld	helm								gfy	gfy	gfy	gfy			gethit-skill	Lightning Surge	11	11																									0
Runeword309	Shocking	1				tors	shld	helm								gsy	gsy	gsy	gsy			gethit-skill	Lightning Surge	14	14																									0
Runeword310	Shocking	1				tors	shld	helm								gly	gly	gly	gly			gethit-skill	Lightning Surge	17	18																									0
Runeword311	Shocking	1				tors	shld	helm								gpy	gpy	gpy	gpy			gethit-skill	Lightning Surge	20	23																									0
Runeword312	Shocking	1				tors	shld	helm								gyb	gyb	gyb	gyb			gethit-skill	Lightning Surge	23	28																									0
Runeword313	Shocking	1				tors										gcy	gcy	gcy	gcy	gcy		gethit-skill	Lightning Surge	9	9																									0
Runeword314	Shocking	1				tors										gfy	gfy	gfy	gfy	gfy		gethit-skill	Lightning Surge	12	12																									0
Runeword315	Shocking	1				tors										gsy	gsy	gsy	gsy	gsy		gethit-skill	Lightning Surge	15	15																									0
Runeword316	Shocking	1				tors										gly	gly	gly	gly	gly		gethit-skill	Lightning Surge	18	19																									0
Runeword317	Shocking	1				tors										gpy	gpy	gpy	gpy	gpy		gethit-skill	Lightning Surge	21	24																									0
Runeword318	Shocking	1				tors										gyb	gyb	gyb	gyb	gyb		gethit-skill	Lightning Surge	24	29																									0
Runeword319	Shocking	1				tors										gcy	gcy	gcy	gcy	gcy	gcy	gethit-skill	Lightning Surge	10	10																									0
Runeword320	Shocking	1				tors										gfy	gfy	gfy	gfy	gfy	gfy	gethit-skill	Lightning Surge	13	13																									0
Runeword321	Shocking	1				tors										gsy	gsy	gsy	gsy	gsy	gsy	gethit-skill	Lightning Surge	16	16																									0
Runeword322	Shocking	1				tors										gly	gly	gly	gly	gly	gly	gethit-skill	Lightning Surge	19	20																									0
Runeword323	Shocking	1				tors										gpy	gpy	gpy	gpy	gpy	gpy	gethit-skill	Lightning Surge	22	25																									0
Runeword324	Shocking	1				tors										gyb	gyb	gyb	gyb	gyb	gyb	gethit-skill	Lightning Surge	25	30																									0
Runeword325	Shocking	1				weap	glov	misl								gcy						hit-skill	Lightning Surge	2	1																									0
Runeword326	Shocking	1				weap	glov	misl								gfy						hit-skill	Lightning Surge	3	2																									0
Runeword327	Shocking	1				weap	glov	misl								gsy						hit-skill	Lightning Surge	4	4																									0
Runeword328	Shocking	1				weap	glov	misl								gly						hit-skill	Lightning Surge	5	6																									0
Runeword329	Shocking	1				weap	glov	misl								gpy						hit-skill	Lightning Surge	6	8																									0
Runeword330	Shocking	1				weap	glov	misl								gyb						hit-skill	Lightning Surge	8	10																									0
Runeword331	Shocking	1				weap	glov									gcy	gcy					hit-skill	Lightning Surge	4	2																									0
Runeword332	Shocking	1				weap	glov									gfy	gfy					hit-skill	Lightning Surge	5	3																									0
Runeword333	Shocking	1				weap	glov									gsy	gsy					hit-skill	Lightning Surge	6	5																									0
Runeword334	Shocking	1				weap	glov									gly	gly					hit-skill	Lightning Surge	7	7																									0
Runeword335	Shocking	1				weap	glov									gpy	gpy					hit-skill	Lightning Surge	8	9																									0
Runeword336	Shocking	1				weap	glov									gyb	gyb					hit-skill	Lightning Surge	10	11																									0
Runeword337	Shocking	1				weap										gcy	gcy	gcy				hit-skill	Lightning Surge	6	3																									0
Runeword338	Shocking	1				weap										gfy	gfy	gfy				hit-skill	Lightning Surge	7	4																									0
Runeword339	Shocking	1				weap										gsy	gsy	gsy				hit-skill	Lightning Surge	8	6																									0
Runeword340	Shocking	1				weap										gly	gly	gly				hit-skill	Lightning Surge	9	8																									0
Runeword341	Shocking	1				weap										gpy	gpy	gpy				hit-skill	Lightning Surge	10	10																									0
Runeword342	Shocking	1				weap										gyb	gyb	gyb				hit-skill	Lightning Surge	12	12																									0
Runeword343	Shocking	1				weap										gcy	gcy	gcy	gcy			hit-skill	Lightning Surge	8	4																									0
Runeword344	Shocking	1				weap										gfy	gfy	gfy	gfy			hit-skill	Lightning Surge	9	5																									0
Runeword345	Shocking	1				weap										gsy	gsy	gsy	gsy			hit-skill	Lightning Surge	10	7																									0
Runeword346	Shocking	1				weap										gly	gly	gly	gly			hit-skill	Lightning Surge	11	9																									0
Runeword347	Shocking	1				weap										gpy	gpy	gpy	gpy			hit-skill	Lightning Surge	12	12																									0
Runeword348	Shocking	1				weap										gyb	gyb	gyb	gyb			hit-skill	Lightning Surge	14	15																									0
Runeword349	Shocking	1				weap										gcy	gcy	gcy	gcy	gcy		hit-skill	Lightning Surge	10	5																									0
Runeword350	Shocking	1				weap										gfy	gfy	gfy	gfy	gfy		hit-skill	Lightning Surge	11	6																									0
Runeword351	Shocking	1				weap										gsy	gsy	gsy	gsy	gsy		hit-skill	Lightning Surge	12	8																									0
Runeword352	Shocking	1				weap										gly	gly	gly	gly	gly		hit-skill	Lightning Surge	13	10																									0
Runeword353	Shocking	1				weap										gpy	gpy	gpy	gpy	gpy		hit-skill	Lightning Surge	14	13																									0
Runeword354	Shocking	1				weap										gyb	gyb	gyb	gyb	gyb		hit-skill	Lightning Surge	16	16																									0
Runeword355	Shocking	1				weap										gcy	gcy	gcy	gcy	gcy	gcy	hit-skill	Lightning Surge	12	6																									0
Runeword356	Shocking	1				weap										gfy	gfy	gfy	gfy	gfy	gfy	hit-skill	Lightning Surge	13	7																									0
Runeword357	Shocking	1				weap										gsy	gsy	gsy	gsy	gsy	gsy	hit-skill	Lightning Surge	14	9																									0
Runeword358	Shocking	1				weap										gly	gly	gly	gly	gly	gly	hit-skill	Lightning Surge	15	11																									0
Runeword359	Shocking	1				weap										gpy	gpy	gpy	gpy	gpy	gpy	hit-skill	Lightning Surge	16	15																									0
Runeword360	Shocking	1				weap										gyb	gyb	gyb	gyb	gyb	gyb	hit-skill	Lightning Surge	18	18																									0
Runeword361	Ancient	1				tors	shld	helm	char	boot	belt					skc						red-mag		1	1																									0
Runeword362	Ancient	1				tors	shld	helm	char	boot	belt					skf						red-mag		2	2																									0
Runeword363	Ancient	1				tors	shld	helm	char	boot	belt					sku						red-mag		3	3																									0
Runeword364	Ancient	1				tors	shld	helm	char	boot	belt					skl						red-mag		4	4																									0
Runeword365	Ancient	1				tors	shld	helm	char	boot	belt					skz						red-mag		7	7																									0
Runeword366	Ancient	1				tors	shld	helm	char	boot	belt					skb						red-mag		10	10																									0
Runeword367	Ancient	1				tors	shld	helm	char	boot	belt					skc	skc					red-mag		2	2																									0
Runeword368	Ancient	1				tors	shld	helm	char	boot	belt					skf	skf					red-mag		3	3																									0
Runeword369	Ancient	1				tors	shld	helm	char	boot	belt					sku	sku					red-mag		4	4																									0
Runeword370	Ancient	1				tors	shld	helm	char	boot	belt					skl	skl					red-mag		5	5																									0
Runeword371	Ancient	1				tors	shld	helm	char	boot	belt					skz	skz					red-mag		8	8																									0
Runeword372	Ancient	1				tors	shld	helm	char	boot	belt					skb	skb					red-mag		11	11																									0
Runeword373	Ancient	1				tors	shld	helm	char							skc	skc	skc				red-mag		3	3																									0
Runeword374	Ancient	1				tors	shld	helm	char							skf	skf	skf				red-mag		4	4																									0
Runeword375	Ancient	1				tors	shld	helm	char							sku	sku	sku				red-mag		5	5																									0
Runeword376	Ancient	1				tors	shld	helm	char							skl	skl	skl				red-mag		7	7																									0
Runeword377	Ancient	1				tors	shld	helm	char							skz	skz	skz				red-mag		10	10																									0
Runeword378	Ancient	1				tors	shld	helm	char							skb	skb	skb				red-mag		13	13																									0
Runeword379	Ancient	1				tors	shld	helm								skc	skc	skc	skc			red-mag		4	4																									0
Runeword380	Ancient	1				tors	shld	helm								skf	skf	skf	skf			red-mag		5	5																									0
Runeword381	Ancient	1				tors	shld	helm								sku	sku	sku	sku			red-mag		6	6																									0
Runeword382	Ancient	1				tors	shld	helm								skl	skl	skl	skl			red-mag		9	9																									0
Runeword383	Ancient	1				tors	shld	helm								skz	skz	skz	skz			red-mag		12	12																									0
Runeword384	Ancient	1				tors	shld	helm								skb	skb	skb	skb			red-mag		15	15																									0
Runeword385	Ancient	1				tors										skc	skc	skc	skc	skc		red-mag		5	5																									0
Runeword386	Ancient	1				tors										skf	skf	skf	skf	skf		red-mag		6	6																									0
Runeword387	Ancient	1				tors										sku	sku	sku	sku	sku		red-mag		7	7																									0
Runeword388	Ancient	1				tors										skl	skl	skl	skl	skl		red-mag		10	10																									0
Runeword389	Ancient	1				tors										skz	skz	skz	skz	skz		red-mag		14	14																									0
Runeword390	Ancient	1				tors										skb	skb	skb	skb	skb		red-mag		18	18																									0
Runeword391	Ancient	1				tors										skc	skc	skc	skc	skc	skc	red-mag		6	6																									0
Runeword392	Ancient	1				tors										skf	skf	skf	skf	skf	skf	red-mag		7	7																									0
Runeword393	Ancient	1				tors										sku	sku	sku	sku	sku	sku	red-mag		8	8																									0
Runeword394	Ancient	1				tors										skl	skl	skl	skl	skl	skl	red-mag		15	15																									0
Runeword395	Ancient	1				tors										skz	skz	skz	skz	skz	skz	red-mag		20	20																									0
Runeword396	Ancient	1				tors										skb	skb	skb	skb	skb	skb	red-mag		25	25																									0
Runeword397	Ancient	1				weap	glov	misl								skc						spell-damage		1	1	extra-summ		1	1																					0
Runeword398	Ancient	1				weap	glov	misl								skf						spell-damage		2	2	extra-summ		2	2																					0
Runeword399	Ancient	1				weap	glov	misl								sku						spell-damage		3	3	extra-summ		3	3																					0
Runeword400	Ancient	1				weap	glov	misl								skl						spell-damage		4	4	extra-summ		4	4																					0
Runeword401	Ancient	1				weap	glov	misl								skz						spell-damage		7	7	extra-summ		5	5																					0
Runeword402	Ancient	1				weap	glov	misl								skb						spell-damage		10	10	extra-summ		7	7																					0
Runeword403	Ancient	1				weap	glov									skc	skc					spell-damage		2	2	extra-summ		1	1																					0
Runeword404	Ancient	1				weap	glov									skf	skf					spell-damage		3	3	extra-summ		2	2																					0
Runeword405	Ancient	1				weap	glov									sku	sku					spell-damage		4	4	extra-summ		3	3																					0
Runeword406	Ancient	1				weap	glov									skl	skl					spell-damage		5	5	extra-summ		4	4																					0
Runeword407	Ancient	1				weap	glov									skz	skz					spell-damage		8	8	extra-summ		6	6																					0
Runeword408	Ancient	1				weap	glov									skb	skb					spell-damage		11	11	extra-summ		8	8																					0
Runeword409	Ancient	1				weap										skc	skc	skc				spell-damage		3	3	extra-summ		2	2																					0
Runeword410	Ancient	1				weap										skf	skf	skf				spell-damage		4	4	extra-summ		3	3																					0
Runeword411	Ancient	1				weap										sku	sku	sku				spell-damage		6	6	extra-summ		4	4																					0
Runeword412	Ancient	1				weap										skl	skl	skl				spell-damage		9	9	extra-summ		6	6																					0
Runeword413	Ancient	1				weap										skz	skz	skz				spell-damage		12	12	extra-summ		9	9																					0
Runeword414	Ancient	1				weap										skb	skb	skb				spell-damage		15	15	extra-summ		11	11																					0
Runeword415	Ancient	1				weap										skc	skc	skc	skc			spell-damage		4	4	extra-summ		3	3																					0
Runeword416	Ancient	1				weap										skf	skf	skf	skf			spell-damage		6	6	extra-summ		4	4																					0
Runeword417	Ancient	1				weap										sku	sku	sku	sku			spell-damage		9	9	extra-summ		6	6																					0
Runeword418	Ancient	1				weap										skl	skl	skl	skl			spell-damage		12	12	extra-summ		8	8																					0
Runeword419	Ancient	1				weap										skz	skz	skz	skz			spell-damage		15	15	extra-summ		11	11																					0
Runeword420	Ancient	1				weap										skb	skb	skb	skb			spell-damage		20	20	extra-summ		15	15																					0
Runeword421	Ancient	1				weap										skc	skc	skc	skc	skc		spell-damage		5	5	extra-summ		3	3																					0
Runeword422	Ancient	1				weap										skf	skf	skf	skf	skf		spell-damage		8	8	extra-summ		6	6																					0
Runeword423	Ancient	1				weap										sku	sku	sku	sku	sku		spell-damage		11	11	extra-summ		8	8																					0
Runeword424	Ancient	1				weap										skl	skl	skl	skl	skl		spell-damage		15	15	extra-summ		11	11																					0
Runeword425	Ancient	1				weap										skz	skz	skz	skz	skz		spell-damage		20	20	extra-summ		15	15																					0
Runeword426	Ancient	1				weap										skb	skb	skb	skb	skb		spell-damage		30	30	extra-summ		20	20																					0
Runeword427	Ancient	1				weap										skc	skc	skc	skc	skc	skc	spell-damage		6	6	extra-summ		4	4																					0
Runeword428	Ancient	1				weap										skf	skf	skf	skf	skf	skf	spell-damage		10	10	extra-summ		7	7																					0
Runeword429	Ancient	1				weap										sku	sku	sku	sku	sku	sku	spell-damage		15	15	extra-summ		10	10																					0
Runeword430	Ancient	1				weap										skl	skl	skl	skl	skl	skl	spell-damage		20	20	extra-summ		15	15																					0
Runeword431	Ancient	1				weap										skz	skz	skz	skz	skz	skz	spell-damage		35	35	extra-summ		20	20																					0
Runeword432	Ancient	1				weap										skb	skb	skb	skb	skb	skb	spell-damage		50	50	extra-summ		35	35																					0
Runeword433	Chilling	1				tors	shld	helm	char	boot	belt					gcb						gethit-skill	Cold Surge	5	5																									0
Runeword434	Chilling	1				tors	shld	helm	char	boot	belt					gfb						gethit-skill	Cold Surge	8	8																									0
Runeword435	Chilling	1				tors	shld	helm	char	boot	belt					gsb						gethit-skill	Cold Surge	11	11																									0
Runeword436	Chilling	1				tors	shld	helm	char	boot	belt					glb						gethit-skill	Cold Surge	14	15																									0
Runeword437	Chilling	1				tors	shld	helm	char	boot	belt					gpb						gethit-skill	Cold Surge	17	20																									0
Runeword438	Chilling	1				tors	shld	helm	char	boot	belt					gbb						gethit-skill	Cold Surge	20	25																									0
Runeword439	Chilling	1				tors	shld	helm	char	boot	belt					gcb	gcb					gethit-skill	Cold Surge	6	6																									0
Runeword440	Chilling	1				tors	shld	helm	char	boot	belt					gfb	gfb					gethit-skill	Cold Surge	9	9																									0
Runeword441	Chilling	1				tors	shld	helm	char	boot	belt					gsb	gsb					gethit-skill	Cold Surge	12	12																									0
Runeword442	Chilling	1				tors	shld	helm	char	boot	belt					glb	glb					gethit-skill	Cold Surge	15	16																									0
Runeword443	Chilling	1				tors	shld	helm	char	boot	belt					gpb	gpb					gethit-skill	Cold Surge	18	21																									0
Runeword444	Chilling	1				tors	shld	helm	char	boot	belt					gbb	gbb					gethit-skill	Cold Surge	21	26																									0
Runeword445	Chilling	1				tors	shld	helm	char							gcb	gcb	gcb				gethit-skill	Cold Surge	7	7																									0
Runeword446	Chilling	1				tors	shld	helm	char							gfb	gfb	gfb				gethit-skill	Cold Surge	10	10																									0
Runeword447	Chilling	1				tors	shld	helm	char							gsb	gsb	gsb				gethit-skill	Cold Surge	13	13																									0
Runeword448	Chilling	1				tors	shld	helm	char							glb	glb	glb				gethit-skill	Cold Surge	16	17																									0
Runeword449	Chilling	1				tors	shld	helm	char							gpb	gpb	gpb				gethit-skill	Cold Surge	19	22																									0
Runeword450	Chilling	1				tors	shld	helm	char							gbb	gbb	gbb				gethit-skill	Cold Surge	22	27																									0
Runeword451	Chilling	1				tors	shld	helm								gcb	gcb	gcb	gcb			gethit-skill	Cold Surge	8	8																									0
Runeword452	Chilling	1				tors	shld	helm								gfb	gfb	gfb	gfb			gethit-skill	Cold Surge	11	11																									0
Runeword453	Chilling	1				tors	shld	helm								gsb	gsb	gsb	gsb			gethit-skill	Cold Surge	14	14																									0
Runeword454	Chilling	1				tors	shld	helm								glb	glb	glb	glb			gethit-skill	Cold Surge	17	18																									0
Runeword455	Chilling	1				tors	shld	helm								gpb	gpb	gpb	gpb			gethit-skill	Cold Surge	20	23																									0
Runeword456	Chilling	1				tors	shld	helm								gbb	gbb	gbb	gbb			gethit-skill	Cold Surge	23	28																									0
Runeword457	Chilling	1				tors										gcb	gcb	gcb	gcb	gcb		gethit-skill	Cold Surge	9	9																									0
Runeword458	Chilling	1				tors										gfb	gfb	gfb	gfb	gfb		gethit-skill	Cold Surge	12	12																									0
Runeword459	Chilling	1				tors										gsb	gsb	gsb	gsb	gsb		gethit-skill	Cold Surge	15	15																									0
Runeword460	Chilling	1				tors										glb	glb	glb	glb	glb		gethit-skill	Cold Surge	18	19																									0
Runeword461	Chilling	1				tors										gpb	gpb	gpb	gpb	gpb		gethit-skill	Cold Surge	21	24																									0
Runeword462	Chilling	1				tors										gbb	gbb	gbb	gbb	gbb		gethit-skill	Cold Surge	24	29																									0
Runeword463	Chilling	1				tors										gcb	gcb	gcb	gcb	gcb	gcb	gethit-skill	Cold Surge	10	10																									0
Runeword464	Chilling	1				tors										gfb	gfb	gfb	gfb	gfb	gfb	gethit-skill	Cold Surge	13	13																									0
Runeword465	Chilling	1				tors										gsb	gsb	gsb	gsb	gsb	gsb	gethit-skill	Cold Surge	16	16																									0
Runeword466	Chilling	1				tors										glb	glb	glb	glb	glb	glb	gethit-skill	Cold Surge	19	20																									0
Runeword467	Chilling	1				tors										gpb	gpb	gpb	gpb	gpb	gpb	gethit-skill	Cold Surge	22	25																									0
Runeword468	Chilling	1				tors										gbb	gbb	gbb	gbb	gbb	gbb	gethit-skill	Cold Surge	25	30																									0
Runeword469	Chilling	1				weap	glov	misl								gcb						hit-skill	Cold Surge	2	1																									0
Runeword470	Chilling	1				weap	glov	misl								gfb						hit-skill	Cold Surge	3	2																									0
Runeword471	Chilling	1				weap	glov	misl								gsb						hit-skill	Cold Surge	4	4																									0
Runeword472	Chilling	1				weap	glov	misl								glb						hit-skill	Cold Surge	5	6																									0
Runeword473	Chilling	1				weap	glov	misl								gpb						hit-skill	Cold Surge	6	8																									0
Runeword474	Chilling	1				weap	glov	misl								gbb						hit-skill	Cold Surge	8	10																									0
Runeword475	Chilling	1				weap	glov									gcb	gcb					hit-skill	Cold Surge	4	2																									0
Runeword476	Chilling	1				weap	glov									gfb	gfb					hit-skill	Cold Surge	5	3																									0
Runeword477	Chilling	1				weap	glov									gsb	gsb					hit-skill	Cold Surge	6	5																									0
Runeword478	Chilling	1				weap	glov									glb	glb					hit-skill	Cold Surge	7	7																									0
Runeword479	Chilling	1				weap	glov									gpb	gpb					hit-skill	Cold Surge	8	9																									0
Runeword480	Chilling	1				weap	glov									gbb	gbb					hit-skill	Cold Surge	10	11																									0
Runeword481	Chilling	1				weap										gcb	gcb	gcb				hit-skill	Cold Surge	6	3																									0
Runeword482	Chilling	1				weap										gfb	gfb	gfb				hit-skill	Cold Surge	7	4																									0
Runeword483	Chilling	1				weap										gsb	gsb	gsb				hit-skill	Cold Surge	8	6																									0
Runeword484	Chilling	1				weap										glb	glb	glb				hit-skill	Cold Surge	9	8																									0
Runeword485	Chilling	1				weap										gpb	gpb	gpb				hit-skill	Cold Surge	10	10																									0
Runeword486	Chilling	1				weap										gbb	gbb	gbb				hit-skill	Cold Surge	12	12																									0
Runeword487	Chilling	1				weap										gcb	gcb	gcb	gcb			hit-skill	Cold Surge	8	4																									0
Runeword488	Chilling	1				weap										gfb	gfb	gfb	gfb			hit-skill	Cold Surge	9	5																									0
Runeword489	Chilling	1				weap										gsb	gsb	gsb	gsb			hit-skill	Cold Surge	10	7																									0
Runeword490	Chilling	1				weap										glb	glb	glb	glb			hit-skill	Cold Surge	11	9																									0
Runeword491	Chilling	1				weap										gpb	gpb	gpb	gpb			hit-skill	Cold Surge	12	12																									0
Runeword492	Chilling	1				weap										gbb	gbb	gbb	gbb			hit-skill	Cold Surge	14	15																									0
Runeword493	Chilling	1				weap										gcb	gcb	gcb	gcb	gcb		hit-skill	Cold Surge	10	5																									0
Runeword494	Chilling	1				weap										gfb	gfb	gfb	gfb	gfb		hit-skill	Cold Surge	11	6																									0
Runeword495	Chilling	1				weap										gsb	gsb	gsb	gsb	gsb		hit-skill	Cold Surge	12	8																									0
Runeword496	Chilling	1				weap										glb	glb	glb	glb	glb		hit-skill	Cold Surge	13	10																									0
Runeword497	Chilling	1				weap										gpb	gpb	gpb	gpb	gpb		hit-skill	Cold Surge	14	13																									0
Runeword498	Chilling	1				weap										gbb	gbb	gbb	gbb	gbb		hit-skill	Cold Surge	16	16																									0
Runeword499	Chilling	1				weap										gcb	gcb	gcb	gcb	gcb	gcb	hit-skill	Cold Surge	12	6																									0
Runeword500	Chilling	1				weap										gfb	gfb	gfb	gfb	gfb	gfb	hit-skill	Cold Surge	13	7																									0
Runeword501	Chilling	1				weap										gsb	gsb	gsb	gsb	gsb	gsb	hit-skill	Cold Surge	14	9																									0
Runeword502	Chilling	1				weap										glb	glb	glb	glb	glb	glb	hit-skill	Cold Surge	15	11																									0
Runeword503	Chilling	1				weap										gpb	gpb	gpb	gpb	gpb	gpb	hit-skill	Cold Surge	16	15																									0
Runeword504	Chilling	1				weap										gbb	gbb	gbb	gbb	gbb	gbb	hit-skill	Cold Surge	18	18																									0
Runeword505	Ruin	1				tors	shld	helm	char	boot	belt					gck						gethit-skill	Wind Surge	5	5																									0
Runeword506	Ruin	1				tors	shld	helm	char	boot	belt					gfk						gethit-skill	Wind Surge	8	8																									0
Runeword507	Ruin	1				tors	shld	helm	char	boot	belt					gsk						gethit-skill	Wind Surge	11	11																									0
Runeword508	Ruin	1				tors	shld	helm	char	boot	belt					gzk						gethit-skill	Wind Surge	14	15																									0
Runeword509	Ruin	1				tors	shld	helm	char	boot	belt					gpk						gethit-skill	Wind Surge	17	20																									0
Runeword510	Ruin	1				tors	shld	helm	char	boot	belt					gbk						gethit-skill	Wind Surge	20	25																									0
Runeword511	Ruin	1				tors	shld	helm	char	boot	belt					gck	gck					gethit-skill	Wind Surge	6	6																									0
